date,cost_cny,plan_cost_cny,emergency_energy_kwh,emergency_cost_cny,over_plan_energy_kwh,under_plan_energy_kwh,over_plan_penalty_cny,under_plan_penalty_cny,q_plan_kwh,q_adjust_kwh,charge_kwh,discharge_kwh,soc_0_kwh,soc_24_kwh,emergency_slots,emergency_blocks,S0,S1,S2,S3,S4
2025-02-14,19755.463287,18017.440736,204.698100,864.309386,0.000000,703.476350,0.000000,873.713166,34937.573690,35641.050040,18345.282819,14859.679083,6000.000000,6000.000000,11,3,34718.339519,19789.823971,19755.463287,19755.463287,23573.740986
2025-02-15,21213.847217,17900.728912,554.874150,1698.315814,0.000000,1640.804083,0.000000,1614.802490,34229.318114,35870.122197,16920.061914,13705.250150,6000.000000,6000.000000,22,6,23877.595906,22436.837312,21213.847217,21213.847217,23550.074356
2025-02-16,55040.505188,48311.649421,1418.797600,5159.282112,622.673495,1239.995270,214.958475,1354.615180,78349.744565,78967.066340,22947.227405,18587.254198,6000.000000,6000.000000,48,7,57410.928664,54009.937171,55040.505188,55040.505188,58296.047655
2025-02-17,51620.743097,47310.737706,574.576817,2166.184110,2368.750394,1389.581871,621.075322,1522.745958,77668.310975,76689.142452,22746.343520,18424.538251,6000.000000,6000.000000,25,8,54834.275397,51704.378291,51620.743097,51620.743097,52313.223921
2025-02-18,53259.289684,42263.635222,334.277467,1300.609532,48.927083,10231.082819,22.344487,9672.700443,68676.531334,78858.687070,23439.433086,18985.940800,6000.000000,6000.000000,19,6,71038.437050,55226.710688,53259.289684,53259.289684,58561.047465
2025-02-19,54360.823678,42796.156414,830.177617,3113.615054,0.000000,8732.139699,0.000000,8451.052211,69503.946312,78236.086010,23718.200581,19211.742471,6000.000000,6000.000000,32,6,72346.370508,54253.812037,54360.823678,54360.823678,63842.427230
2025-02-20,50506.237169,43801.705891,340.770000,1598.231633,0.000000,4855.596020,0.000000,5106.299645,71825.798074,76681.394094,22286.858037,18052.355010,6000.000000,6000.000000,15,6,59312.752389,52329.155687,50506.237169,50506.237169,53020.505483
2025-02-21,19127.805400,16959.006422,118.205350,514.200617,0.000000,1395.610180,0.000000,1654.598361,33251.768381,34647.378560,17189.979264,13923.883204,6000.000000,6000.000000,8,5,37134.463118,19183.662668,19127.805400,19127.805400,22611.337686
2025-02-22,20013.615761,17024.805119,308.403483,1370.960523,0.000000,1365.576717,0.000000,1617.850119,32992.304496,34357.881213,16524.622963,13384.944600,6000.000000,6000.000000,18,6,31706.360792,20036.778131,20013.615761,20013.615761,24977.622012
2025-02-23,52974.262848,42497.064688,993.175383,3434.568963,0.000000,6720.624210,0.000000,7042.629196,70128.040583,76848.664793,22267.386277,18036.582884,6000.000000,6000.000000,25,8,65724.252353,55111.323499,53256.929514,52974.262848,63711.464354
2025-02-24,50773.221714,41320.961771,173.024433,835.932644,167.097950,10249.089764,65.496140,8550.831159,66448.322999,76530.314813,23317.023313,18886.788883,6000.000000,6000.000000,11,4,63476.731453,51602.381127,50773.221714,50773.221714,57797.709432
2025-02-25,47715.296367,41762.726938,348.952017,1630.750068,455.437667,4697.655722,117.297732,4204.521630,68435.336320,72677.554375,21711.311008,17586.161917,6000.000000,6000.000000,21,6,51290.654329,50656.809765,47432.629700,47715.296367,47176.527681
2025-02-26,51477.280716,37578.913086,412.942533,1677.597334,333.333333,13477.397967,70.666667,12150.103628,61552.410199,74696.474833,22928.401667,18572.005350,6000.000000,6000.000000,24,9,81860.003876,51706.330865,51194.614049,51477.280716,66566.991006
2025-02-27,50942.771010,38495.940708,469.829933,2275.105342,333.333333,11037.153917,70.666667,10101.058294,62400.095867,73103.916451,23195.876934,18788.660317,6000.000000,6000.000000,15,2,74155.207959,51150.058811,50942.771010,50942.771010,62555.388121
2025-02-28,19735.624347,16512.261851,348.072533,1551.294009,22.114150,1394.253333,10.127685,1661.940802,31889.043600,33261.182783,16000.000000,12960.000000,6000.000000,6000.000000,17,6,37042.476464,20786.909227,19735.624347,19735.624347,24395.145669
2025-03-01,18975.181634,15934.293206,113.313783,365.457630,0.000000,2675.743917,0.000000,2675.430798,30705.905033,33381.648950,16010.752346,12968.709400,6000.000000,6000.000000,11,7,24921.828228,20378.388263,19257.848300,18975.181634,20834.589664
2025-03-02,55418.726628,40447.362684,329.836233,1566.085036,0.000000,12934.066970,0.000000,13405.278907,66916.943929,79851.010899,23622.144733,19133.937233,6000.000000,6000.000000,11,3,79373.648838,56477.637625,55701.393295,55418.726628,70779.129020
2025-03-03,52352.831451,42042.996630,463.854367,1543.381247,6.533300,7964.352089,1.641492,8764.812083,69454.745325,77412.564114,23790.398759,19270.222995,6000.000000,6000.000000,20,8,69606.931007,53683.264414,52635.498118,52352.831451,58922.985194
2025-03-04,53473.464486,37230.771509,840.432183,3275.291081,0.000000,14349.324534,0.000000,12967.401897,60546.482633,74895.807167,22636.839300,18335.839833,6000.000000,6000.000000,26,7,86248.715723,54381.691275,53473.464486,53473.464486,69808.063912
2025-03-05,49475.973670,38543.058585,620.228367,2896.103618,333.333333,8158.304207,70.666667,7966.144801,64002.991825,71827.962699,22272.255082,18040.526617,6000.000000,6000.000000,20,6,64899.060284,49695.677870,49475.973670,49475.973670,57835.863763
2025-03-06,48749.427129,36034.142963,292.597667,1173.220991,0.000000,12686.569902,0.000000,11542.063176,59045.030246,71731.600148,22799.916217,18467.932135,6000.000000,6000.000000,18,9,79362.601039,48861.708490,48749.427129,48749.427129,67476.516049
2025-03-07,19278.851132,15391.468117,472.330483,2021.593268,334.409167,1738.075627,71.159560,1794.630186,29734.092317,31137.758777,16009.776983,12967.919356,6000.000000,6000.000000,22,4,25741.212200,19469.257044,19278.851132,19278.851132,22469.461127
2025-03-08,18304.678098,15308.527612,70.779217,346.306603,333.333333,2576.092433,70.666667,2579.177216,29813.692067,32056.451167,16000.000000,12960.000000,6000.000000,6000.000000,7,4,32378.066653,18987.548474,18022.011431,18304.678098,21916.229858
2025-03-09,46961.415125,37697.898562,761.341433,1922.484036,166.679700,6482.218257,37.754034,7303.278493,63062.886944,69378.425502,22495.098868,18221.030083,6000.000000,6000.000000,15,6,59421.919522,48187.808960,46961.415125,46961.415125,55486.741255
2025-03-10,51712.843716,36311.354668,655.207117,2234.475824,0.000000,14107.181302,0.000000,13167.013225,60286.524461,74393.705764,22856.091914,18513.434450,6000.000000,6000.000000,22,6,83042.137585,52181.315371,51712.843716,51712.843716,69517.857352
2025-03-11,48326.592204,34185.151938,237.288333,1030.443565,0.000000,14639.399529,0.000000,13110.996701,55704.805359,70344.204888,21703.500288,17579.835233,6000.000000,6000.000000,21,5,81755.094294,50848.817892,48326.592204,48326.592204,63587.900186
2025-03-12,44931.920912,37066.340437,151.567633,692.148900,0.000000,7796.741199,0.000000,7173.431575,61166.376675,68963.117873,22127.005473,17922.874433,6000.000000,6000.000000,13,5,57338.534984,46844.040148,44931.920912,44931.920912,53146.627593
2025-03-13,51559.680492,37434.515469,307.847033,1351.673842,0.000000,13844.674340,0.000000,12773.491182,61589.638017,75434.312357,23052.632404,18672.632247,6000.000000,6000.000000,9,2,75696.959191,52112.810720,51559.680492,51559.680492,57635.140421
2025-03-14,16926.336941,14667.722870,94.555900,307.134794,0.000000,1518.085750,0.000000,1951.479278,28840.676000,30358.761750,16000.000000,12960.000000,6000.000000,6000.000000,9,5,33692.718401,17083.798795,16926.336941,16926.336941,20420.442687
2025-03-15,17297.777018,15197.239949,1.203017,5.634930,0.000000,1638.269661,0.000000,2094.902139,29735.727700,31373.997361,16006.926550,12965.610505,6000.000000,6000.000000,1,1,35047.829679,17924.429350,17297.777018,17297.777018,20860.221296
2025-03-16,47892.713445,35352.014482,118.364183,645.479058,0.000000,13519.095738,0.000000,11895.219906,58233.553117,71752.648855,22221.168360,17999.146371,6000.000000,6000.000000,5,2,71511.278544,50673.606695,47892.713445,47892.713445,65035.677847
2025-03-17,45103.977838,33013.222526,697.305150,3181.814252,0.000000,9520.633244,0.000000,8908.941059,53672.074057,63192.707302,19490.263519,15787.113450,6000.000000,6000.000000,19,6,66361.716543,47345.262021,45103.977838,45103.977838,55185.177895
2025-03-18,43838.558012,37437.638630,81.036600,318.035959,0.000000,6525.899360,0.000000,6082.883423,61955.835317,68481.734677,21574.714089,17475.518412,6000.000000,6000.000000,9,4,52761.805002,46833.395032,43838.558012,43838.558012,46469.854012
2025-03-19,47606.816766,33475.153445,907.733433,4173.713854,0.000000,10879.891044,0.000000,9957.949467,55024.562948,65904.453992,21671.466276,17553.887683,6000.000000,6000.000000,18,5,72941.392249,49960.182723,47889.483432,47606.816766,57414.374048
2025-03-20,47450.674712,35647.136733,1194.875167,4140.930853,148.311533,8498.893223,55.410599,7607.196528,57897.372546,66247.954235,21153.261151,17134.141532,6000.000000,6000.000000,33,9,72908.949390,51125.014097,47450.674712,47450.674712,70799.225528
2025-03-21,17441.137694,14426.198475,262.419567,1140.279146,0.000000,1429.420733,0.000000,1874.660073,28450.237617,29879.658350,16000.000000,12960.000000,6000.000000,6000.000000,7,2,20204.356196,17237.798031,17441.137694,17441.137694,19240.232635
2025-03-22,17610.501087,14514.111179,238.483067,634.966644,0.000000,2334.088597,0.000000,2461.423263,28758.916450,31093.005047,16038.640333,12991.298670,6000.000000,6000.000000,8,4,25279.636252,19021.096169,17610.501087,17610.501087,18078.773074
2025-03-23,44731.514352,35787.581718,177.784317,747.984763,253.774670,9091.643083,84.100530,8111.847340,59006.108541,67843.976954,21467.192037,17388.425550,6000.000000,6000.000000,15,2,56327.912056,45898.527093,44731.514352,44731.514352,50871.981392
2025-03-24,43747.848257,33056.575065,292.434817,807.359853,0.000000,10822.276745,0.000000,9883.913339,54780.477500,65602.754245,22200.423745,17982.343233,6000.000000,6000.000000,14,5,61340.412217,44910.378914,43747.848257,43747.848257,50018.905010
2025-03-25,44519.440574,36984.764254,386.689017,1339.004873,538.842283,5517.349538,117.405087,6078.266361,62131.848526,67110.355780,21770.983230,17634.496417,6000.000000,6000.000000,24,9,49997.109075,45549.037323,44236.773908,44519.440574,48036.390902
2025-03-26,42255.134943,33371.570038,147.518900,526.580271,333.377783,8948.818159,70.694032,8286.290602,54479.908574,63095.348950,20245.905350,16399.183333,6000.000000,6000.000000,11,3,58270.824770,44051.242392,41972.468276,42255.134943,53624.001599
2025-03-27,44095.014795,33588.252875,586.353333,2471.601574,333.693733,9344.674809,70.888547,7964.271799,55501.604217,64512.585292,21488.138292,17405.392017,6000.000000,6000.000000,36,8,62315.286557,46927.089190,43812.348128,44095.014795,50821.548736
2025-03-28,15869.352279,14321.813518,80.757050,180.602870,333.333333,1129.231567,70.666667,1296.269224,28664.612800,29460.511033,16000.000000,12960.000000,6000.000000,6000.000000,6,2,32154.550422,15785.219488,15869.352279,15869.352279,16063.192883
2025-03-29,16619.599463,13726.728226,215.311850,721.607069,333.333333,1756.339100,70.666667,2100.597501,27613.267283,29036.273050,16000.000000,12960.000000,6000.000000,6000.000000,15,5,30501.555785,16366.606294,16619.599463,16619.599463,17608.776982
2025-03-30,42662.708162,32665.026842,837.303133,3545.265302,343.213200,7019.042405,75.418819,6376.997200,53864.430611,60540.259816,20292.355700,16436.808117,6000.000000,6000.000000,31,7,58608.531749,42226.604460,42662.708162,42662.708162,47543.822304
2025-03-31,44533.292223,31268.908436,565.422967,2253.131568,333.333333,12258.504040,70.666667,10940.585553,50865.016148,62790.186854,18896.819321,15306.423650,6000.000000,6000.000000,29,8,79202.522482,47941.561664,44250.625556,44533.292223,55682.611006
2025-04-01,45239.132529,34219.320530,286.019183,866.694268,338.469917,11388.077674,73.829004,10079.288727,57375.910581,68425.518339,21301.390205,17254.126066,6000.000000,6000.000000,20,6,64886.607283,47446.272955,45239.132529,45239.132529,48203.160880
2025-04-02,46089.005814,33076.452373,199.073983,538.709478,333.333333,13998.764886,70.666667,12403.177296,55075.203967,68740.635519,22249.515802,18022.107800,6000.000000,6000.000000,12,6,71561.311346,48372.835966,45806.339148,46089.005814,51044.415980
2025-04-03,41657.771814,34200.556512,187.950417,478.114403,345.614933,8210.046562,76.855049,6902.245850,56330.032083,64194.463712,21608.453745,17502.847533,6000.000000,6000.000000,8,4,52460.058052,42130.319965,41657.771814,41657.771814,46102.277874
2025-04-04,15222.006067,13220.048936,221.528067,519.215703,0.000000,1119.817033,0.000000,1482.741428,26799.874383,27919.691417,16000.000000,12960.000000,6000.000000,6000.000000,10,4,25673.874562,15217.500435,15222.006067,15222.006067,16362.029389
2025-04-05,18466.477019,13319.387419,876.227350,3220.961663,333.333333,1575.849000,70.666667,1855.461269,26881.556650,28124.072317,16000.000000,12960.000000,6000.000000,6000.000000,28,6,40776.922734,17006.743108,18466.477019,18466.477019,19747.407643
2025-04-06,42182.284279,31113.572721,477.896417,1073.557682,333.333333,10395.760516,70.666667,9924.487210,51655.076169,61717.503351,20024.919568,16220.184850,6000.000000,6000.000000,10,3,60351.444467,41920.879085,42182.284279,42182.284279,48174.586572
2025-04-07,40699.599087,30332.522113,598.574950,2149.102737,0.000000,9168.841390,0.000000,8217.974237,50587.738801,59756.580191,19393.431708,15708.679683,6000.000000,6000.000000,27,10,77396.543230,42966.718209,40699.599087,40699.599087,48100.396851
2025-04-08,41618.472360,32959.349858,389.967300,1312.160743,0.000000,7892.801383,0.000000,7346.961758,54552.808613,62445.609997,21152.629280,17133.629717,6000.000000,6000.000000,11,3,51283.609675,42590.162877,41901.139026,41618.472360,45319.823011
2025-04-09,45168.161536,31962.916902,347.093317,872.610309,0.000000,13904.353489,0.000000,12332.634325,52836.613373,66740.966862,20440.514712,16556.816917,6000.000000,6000.000000,12,4,70731.698289,46669.530430,45450.828203,45168.161536,57260.403367
2025-04-10,42865.860921,32858.682965,491.053817,1526.451171,216.419783,9412.585902,99.731959,8380.994826,53528.682470,62724.848589,20270.260905,16418.911333,6000.000000,6000.000000,21,6,63208.266401,44928.605864,42865.860921,42865.860921,49022.106394
2025-04-11,15705.829516,12594.701725,413.323467,1109.369651,0.000000,1521.086106,0.000000,2001.758140,25881.466227,27402.552333,17766.534450,14390.892905,6000.000000,6000.000000,16,5,31582.615985,16342.653841,15705.829516,15705.829516,17358.912031
2025-04-12,15131.597382,12748.219555,522.422367,1226.940096,0.000000,864.182033,0.000000,1156.437731,25861.627767,26725.809800,16000.000000,12960.000000,6000.000000,6000.000000,12,3,22032.206863,14895.475750,15131.597382,15131.597382,16066.255327
2025-04-13,41049.278816,30804.032681,366.039917,978.692692,4.429967,9934.336220,2.727309,9263.826133,50739.962142,60669.868395,19441.119362,15747.306683,6000.000000,6000.000000,11,3,72414.564690,42874.395966,41049.278816,41049.278816,49165.984225
2025-04-14,38985.697331,32493.491966,918.745417,2625.107324,547.071967,4477.762000,224.038976,3643.059065,53897.252312,57827.942345,20700.276728,16767.224150,6000.000000,6000.000000,26,9,50949.196316,40652.578723,39268.363997,38985.697331,42353.358073
2025-04-15,39356.312345,29324.444854,592.417100,1833.681215,0.000000,8752.248368,0.000000,8198.186276,48496.745242,57248.993610,18163.169177,14712.167033,6000.000000,6000.000000,19,7,73439.324167,41177.513175,39638.979012,39356.312345,47204.987135
2025-04-16,43730.934596,29936.533375,732.627450,2055.476135,333.333333,12798.135982,70.666667,11668.258419,50046.722913,62511.525561,19068.264797,15445.294485,6000.000000,6000.000000,19,5,71058.729627,45966.039178,43448.267929,43730.934596,49066.233038
2025-04-17,41314.439359,29982.717259,478.015783,1197.409235,333.333333,10912.959360,70.666667,10063.646198,48979.963202,59559.589229,18503.276646,14987.654083,6000.000000,6000.000000,11,4,71548.828450,42836.934285,41031.772692,41314.439359,51584.501466
2025-04-18,17175.948240,12124.093191,1008.246850,3349.714474,333.333333,1400.993517,70.666667,1631.473909,25120.053633,26187.713817,16000.000000,12960.000000,6000.000000,6000.000000,22,3,32666.626867,16349.074491,16893.281573,17175.948240,18532.063396
2025-04-19,14729.941806,12105.563359,411.013733,903.773908,0.000000,1306.881750,0.000000,1720.604540,25317.665617,26624.547367,16000.000000,12960.000000,6000.000000,6000.000000,7,3,34839.571911,18923.940497,15012.608473,14729.941806,14603.721355
2025-04-20,41844.790441,29528.019643,851.085550,2955.626742,333.333333,9734.240794,70.666667,9290.477389,49246.139129,58647.046590,18756.080473,15192.425183,6000.000000,6000.000000,20,5,75320.992028,42665.963909,41562.123774,41844.790441,51662.084443
2025-04-21,38503.971358,29531.091949,1086.637600,3838.189566,333.333333,5035.002699,70.666667,5064.023177,48565.519362,53267.188728,16971.631462,13747.021484,6000.000000,6000.000000,32,8,50128.705471,38278.575430,38503.971358,38503.971358,44945.803845
2025-04-22,40087.099262,29230.467630,553.279617,1521.487580,333.333333,10085.999574,70.666667,9264.477385,49236.942398,58989.608639,19134.297572,15498.781033,6000.000000,6000.000000,16,6,73495.677047,41008.919115,39804.432595,40087.099262,44823.493173
2025-04-23,40687.172829,28598.271709,561.091933,1428.539937,333.333333,11336.499482,70.666667,10589.694517,47646.871729,58650.037878,18098.187428,14659.531817,6000.000000,6000.000000,10,3,77317.010168,41246.295402,40404.506162,40687.172829,49635.705079
2025-04-24,37960.028710,29216.878445,831.400000,2382.507593,333.333333,5963.151217,70.666667,6289.976005,48454.836753,54084.654637,18110.005720,14669.104633,6000.000000,6000.000000,22,5,58315.768941,37770.620520,37677.362043,37960.028710,43265.966393
2025-04-25,14666.599508,11853.863124,586.479333,1525.803920,0.000000,962.761627,0.000000,1286.932463,24433.184606,25395.946233,16000.000000,12960.000000,6000.000000,6000.000000,13,2,21650.894693,15817.426328,14949.266174,14666.599508,15987.971384
2025-04-26,14697.252346,11776.461632,502.982133,1161.816354,0.000000,1290.566667,0.000000,1758.974359,24487.936550,25778.503217,16000.000000,12960.000000,6000.000000,6000.000000,8,1,32822.393767,17391.686112,14979.919012,14697.252346,16075.752648
2025-04-27,40095.872008,28089.966136,401.303200,963.855824,333.333333,10714.312837,70.666667,10971.383380,46644.304455,57025.283958,17576.087938,14236.631230,6000.000000,6000.000000,13,5,67551.917487,40536.566526,40095.872008,40095.872008,50635.080370
2025-04-28,45605.769054,29191.112220,365.403617,872.821058,333.333333,16477.698422,70.666667,15471.169110,48654.354669,64798.719757,18400.572758,14904.463934,6000.000000,6000.000000,13,6,76300.489116,47936.095430,45323.102387,45605.769054,63522.709956
2025-04-29,39105.713411,27472.944752,491.446850,1330.291262,333.333333,9988.890713,70.666667,10231.810730,45217.888780,54873.446160,16988.657860,13760.812867,6000.000000,6000.000000,15,6,62507.437989,39447.946935,39105.713411,39105.713411,46887.453236
2025-04-30,38177.368006,27855.203684,884.965150,2833.825929,339.573050,7664.927730,74.508148,7413.830245,45652.543370,52977.898050,16833.333333,13635.000000,6000.000000,6000.000000,21,7,65417.004298,39553.874026,37894.701339,38177.368006,48048.142208
2025-05-01,42642.734569,31434.352898,614.880967,1613.811056,333.333333,8817.885350,70.666667,9523.903948,50175.010462,58659.562479,17733.553663,14364.178467,6000.000000,6000.000000,16,4,64996.680885,42641.402453,42642.734569,42642.734569,53818.057662
2025-05-02,18109.596123,14608.826530,403.673383,1100.521402,333.333333,1905.041317,70.666667,2329.581524,28222.521050,29794.229033,16000.000000,12960.000000,6000.000000,6000.000000,12,4,34385.297680,17945.383857,17826.929456,18109.596123,18838.135968
2025-05-03,16972.984857,14161.297364,284.680100,682.881170,333.333333,1641.650300,70.666667,2058.139657,27498.013333,28806.330300,16000.000000,12960.000000,6000.000000,6000.000000,7,2,29542.808862,16868.574616,16972.984857,16972.984857,17386.696917
2025-05-04,42019.944908,31174.745699,1444.372950,5109.695719,333.333333,6085.087309,70.666667,5664.836824,49786.777467,55538.531443,16341.757417,13236.823508,6000.000000,6000.000000,40,9,57607.792662,42967.601811,41737.278241,42019.944908,47999.059294
2025-05-05,42216.155897,33565.157262,394.122583,1343.785590,394.557450,8358.138767,100.487309,7206.725736,54514.573060,62478.154377,19882.647510,16104.944483,6000.000000,6000.000000,20,6,63098.029438,43540.106024,41933.489230,42216.155897,48117.337015
2025-05-06,44426.046400,30371.283831,777.543350,2912.311725,333.333333,10480.378483,70.666667,11071.784178,49105.255281,59252.300431,17092.386481,13844.833050,6000.000000,6000.000000,16,5,76481.576994,45649.474096,44143.379733,44426.046400,58180.133105
2025-05-07,44305.307321,31868.509417,274.691900,831.514207,0.000000,11848.588195,0.000000,11605.283696,51114.892213,62963.480407,18293.754074,14817.940800,6000.000000,6000.000000,14,4,73021.837158,45568.715432,44305.307321,44305.307321,55002.123675
2025-05-08,44625.571152,30449.088708,457.209167,1363.169201,0.000000,13898.110076,0.000000,12813.313244,49483.060141,63381.170217,18692.212634,15140.692233,6000.000000,6000.000000,16,6,69724.455968,45894.110549,44908.237819,44625.571152,50438.055200
2025-05-09,17755.083811,13296.560393,351.257483,1111.615200,333.333333,2517.515083,70.666667,3276.241550,26302.896133,28487.077883,16000.000000,12960.000000,6000.000000,6000.000000,10,3,28024.583698,18405.550134,17755.083811,17755.083811,18909.609535
2025-05-10,17268.271753,13691.643845,313.122617,780.633966,333.333333,2172.118983,70.666667,2725.327276,27005.372367,28844.158017,16000.000000,12960.000000,6000.000000,6000.000000,12,5,38715.852029,17485.685862,16985.605086,17268.271753,17373.774065
2025-05-11,43940.529435,30340.129220,522.614400,1305.708759,0.000000,12730.195407,0.000000,12294.691457,49028.942384,61759.137790,17813.126440,14428.632417,6000.000000,6000.000000,18,8,70527.260254,46266.702259,43940.529435,43940.529435,52480.850956
2025-05-12,43159.015221,29144.695584,409.700650,1265.555563,333.333333,13202.294987,70.666667,12678.097408,46928.264333,59797.225987,16884.232737,13676.228517,6000.000000,6000.000000,19,6,76076.852590,45156.853764,42876.348554,43159.015221,50450.709067
2025-05-13,41268.196718,30894.722079,516.425467,1690.195209,333.333333,9552.597715,70.666667,8612.612763,51110.781417,60330.045799,19863.306749,16089.278467,6000.000000,6000.000000,16,4,61249.804288,41785.379621,40985.530051,41268.196718,43660.307493
2025-05-14,42681.826606,31059.740728,254.133183,1001.742440,0.000000,11443.413680,0.000000,10620.343437,49921.017660,61364.431341,17451.106794,14135.396503,6000.000000,6000.000000,12,5,58961.061982,46306.687845,42964.493272,42681.826606,52591.654373
2025-05-15,41136.122918,31486.908291,298.034600,872.061934,333.333333,9663.349647,70.666667,8706.486026,50562.411083,59892.427397,17164.812881,13903.498433,6000.000000,6000.000000,12,5,58114.347299,46035.042704,40853.456251,41136.122918,49762.870296
2025-05-16,16076.445257,13309.587825,367.326967,929.120418,337.059217,1412.748350,72.667839,1765.069175,26185.330883,27261.020017,16000.000000,12960.000000,6000.000000,6000.000000,8,2,23758.942779,16355.835714,15793.778590,16076.445257,17161.204278
2025-05-17,17931.370690,13348.037967,624.037617,2062.188167,333.333333,1868.280916,70.666667,2450.477889,26357.483117,27892.430700,16000.000000,12960.000000,6000.000000,6000.000000,20,3,30955.370573,17739.727079,17931.370690,17931.370690,19315.441361
2025-05-18,42592.746417,30605.158721,231.856617,555.565457,333.333333,12683.888780,70.666667,11361.355573,50464.445555,62815.001001,18109.627551,14668.798317,6000.000000,6000.000000,6,1,57866.432471,44153.582709,42310.079751,42592.746417,48084.906817
2025-05-19,39274.704855,29511.518490,236.103850,660.544404,0.000000,8794.569870,0.000000,9102.641962,47795.009908,56589.579777,16947.520758,13727.491814,6000.000000,6000.000000,9,3,58735.288239,40055.322808,39557.371522,39274.704855,47023.230863
2025-05-20,43778.061209,29975.157957,379.927633,1288.059864,333.333333,13820.970546,70.666667,12444.176722,48342.577867,61830.215080,17464.295773,14146.079576,6000.000000,6000.000000,17,5,76634.095641,44490.698408,43495.394543,43778.061209,52008.169558
2025-05-21,42803.733350,29450.679491,223.616667,573.294016,0.000000,12278.730344,0.000000,12779.759844,47246.567643,59525.297986,17204.201420,13935.403150,6000.000000,6000.000000,10,5,69021.173950,45161.288622,43086.400017,42803.733350,49991.673804
2025-05-22,39217.940012,30556.907435,302.260867,959.049703,0.000000,8176.201739,0.000000,7701.982874,49596.011073,57772.212812,17490.087695,14166.971033,6000.000000,6000.000000,17,8,60324.463932,40336.944626,39217.940012,39217.940012,43075.106743
2025-05-23,16661.768295,12932.445947,171.952267,402.384604,333.333333,2853.071467,70.666667,3256.271078,25886.436500,28406.174633,16000.000000,12960.000000,6000.000000,6000.000000,6,1,32474.365518,15991.384921,16661.768295,16661.768295,18145.818977
