date,cost_cny,planned_purchase_kwh,planned_cost_cny,emergency_energy_kwh,emergency_cost_cny,emergency_slots,emergency_blocks,charge_kwh,discharge_kwh,soc_0_kwh,soc_24_kwh,soc_min_kwh,soc_max_kwh,curtail_kwh,expected_cost_cny
2025-02-20,57273.105374,90174.541924,56833.558614,89.051300,439.546760,8,5,24814.919393,20100.084708,6000.000000,6000.000000,1200.000000,10800.000000,5291.022585,59364.610655
2025-02-21,56486.891022,89697.599371,56486.891022,0.000000,0.000000,0,0,24744.299303,20042.882436,6000.000000,6000.000000,1200.000000,10800.000000,22597.546703,59152.286943
2025-02-22,55766.322806,88649.755039,55760.325716,2.805000,5.997090,1,1,24660.943865,19975.364531,6000.000000,6000.000000,1200.000000,10800.000000,20826.892446,58390.063516
2025-02-23,55371.776163,87619.136952,54987.964280,105.232798,383.811884,13,9,24500.890357,19845.721189,6000.000000,6000.000000,1200.000000,10800.000000,4343.309810,57397.070693
2025-02-24,55541.553315,87580.763393,54958.908933,104.418617,582.644382,12,6,24478.059033,19827.227817,6000.000000,6000.000000,1200.000000,10800.000000,6341.331885,57427.342260
2025-02-25,55392.991787,87598.965529,54982.930012,99.484465,410.061775,10,6,24467.798258,19818.916589,6000.000000,6000.000000,1200.000000,10800.000000,7472.566463,57471.708626
2025-02-26,54493.393443,86753.610436,54345.232555,44.902945,148.160888,7,6,24315.848030,19695.836904,6000.000000,6000.000000,1200.000000,10800.000000,5792.523256,56754.085729
2025-02-27,54238.361154,86128.094454,53903.548985,55.364617,334.812170,7,4,24218.147982,19616.699866,6000.000000,6000.000000,1200.000000,10800.000000,5019.319256,56311.278430
2025-02-28,53236.139974,85198.566831,53236.139974,0.000000,0.000000,0,0,24081.844552,19506.294087,6000.000000,6000.000000,1200.000000,10800.000000,22895.585985,55458.651082
2025-03-01,52742.942719,84450.266842,52742.942719,0.000000,0.000000,0,0,23918.725729,19374.167840,6000.000000,6000.000000,1200.000000,10800.000000,21269.962857,55113.890262
2025-03-02,58247.300230,83388.085700,52025.272147,1573.807388,6222.028083,32,7,23472.345778,19012.600080,6000.000000,6000.000000,1200.000000,10800.000000,2770.985471,54349.325141
2025-03-03,53866.471013,83729.247281,52251.510173,335.495466,1614.960840,22,9,23565.593622,19088.130834,6000.000000,6000.000000,1200.000000,10800.000000,2083.872584,54597.233457
2025-03-04,52755.639122,83814.581247,52311.700769,131.056073,443.938352,15,5,23639.590883,19148.068615,6000.000000,6000.000000,1200.000000,10800.000000,3859.676782,54671.997682
2025-03-05,52473.894109,83381.683855,51991.797254,88.522700,482.096855,11,7,23446.886585,18991.978134,6000.000000,6000.000000,1200.000000,10800.000000,4670.648388,54496.470536
2025-03-06,51954.914003,82458.441872,51335.619719,156.670817,619.294284,12,5,23400.187386,18954.151783,6000.000000,6000.000000,1200.000000,10800.000000,4971.188967,54069.369426
2025-03-07,50698.074722,81539.782649,50698.074722,0.000000,0.000000,0,0,23284.664991,18860.578643,6000.000000,6000.000000,1200.000000,10800.000000,21614.024642,53369.984518
2025-03-08,50059.044670,80668.361065,50059.044670,0.000000,0.000000,0,0,23187.776764,18782.099179,6000.000000,6000.000000,1200.000000,10800.000000,23589.053898,52646.988334
2025-03-09,50194.745697,79956.821409,49512.381579,124.327117,682.364118,7,4,23195.531687,18788.380667,6000.000000,6000.000000,1200.000000,10800.000000,4709.174976,51805.772621
2025-03-10,51542.138439,79931.413365,49499.861041,745.271291,2042.277399,26,12,23206.541021,18797.298227,6000.000000,6000.000000,1200.000000,10800.000000,3289.602867,51855.774456
2025-03-11,49955.326499,80067.385022,49573.726851,101.702317,381.599648,11,8,23196.535193,18789.193506,6000.000000,6000.000000,1200.000000,10800.000000,5345.259255,51953.683881
2025-03-12,49626.091588,79201.880129,48973.010667,187.823737,653.080920,16,8,23236.441852,18821.517900,6000.000000,6000.000000,1200.000000,10800.000000,5830.771147,51187.547454
2025-03-13,52905.165722,78893.949567,48696.202292,1141.567994,4208.963429,38,10,23253.015627,18834.942658,6000.000000,6000.000000,1200.000000,10800.000000,2821.480049,51039.173952
2025-03-14,48382.541750,78525.288908,48382.541750,0.000000,0.000000,0,0,23222.374015,18810.122952,6000.000000,6000.000000,1200.000000,10800.000000,23952.774750,50826.477180
2025-03-15,47968.508180,77981.919890,47950.105653,8.607356,18.402528,1,1,23251.022622,18833.328324,6000.000000,6000.000000,1200.000000,10800.000000,22028.912735,50302.857781
2025-03-16,48171.849434,77675.709979,47728.735070,106.905832,443.114364,9,5,23254.259667,18835.950330,6000.000000,6000.000000,1200.000000,10800.000000,4216.283297,50104.478447
2025-03-17,48427.702954,77671.542323,47731.549731,122.719867,696.153223,11,9,23247.393384,18830.388641,6000.000000,6000.000000,1200.000000,10800.000000,7273.008406,50139.670685
2025-03-18,47921.094602,77672.868367,47727.357775,67.473683,193.736827,7,5,23244.626572,18828.147524,6000.000000,6000.000000,1200.000000,10800.000000,4618.591283,50189.767192
2025-03-19,47280.323060,76919.717233,47202.644784,34.264417,77.678276,4,3,23284.962309,18860.819470,6000.000000,6000.000000,1200.000000,10800.000000,5049.393461,49627.345652
2025-03-20,47968.219112,76674.414321,47017.779842,183.121183,950.439269,11,7,23298.513715,18871.796109,6000.000000,6000.000000,1200.000000,10800.000000,4384.515094,49504.230498
2025-03-21,46669.454261,76140.624578,46669.454261,0.000000,0.000000,0,0,23269.132246,18847.997119,6000.000000,6000.000000,1200.000000,10800.000000,26039.089836,49278.016856
2025-03-22,46250.712724,75568.045434,46237.125734,6.355000,13.586990,1,1,23171.223554,18768.691079,6000.000000,6000.000000,1200.000000,10800.000000,23322.927419,48810.942211
2025-03-23,46415.001871,74914.917889,45747.595720,153.175987,667.406151,15,11,23153.255221,18754.136729,6000.000000,6000.000000,1200.000000,10800.000000,5378.091263,48362.832575
2025-03-24,46091.918553,74892.061517,45737.711803,138.591939,354.206750,9,5,23130.802869,18735.950324,6000.000000,6000.000000,1200.000000,10800.000000,5932.626567,48399.357207
2025-03-25,46754.121603,74872.057614,45720.385984,255.996383,1033.735619,22,13,23136.771361,18740.784802,6000.000000,6000.000000,1200.000000,10800.000000,4470.699964,48434.681869
2025-03-26,45733.492946,74319.407627,45360.449120,122.962602,373.043826,12,7,22960.532066,18598.030974,6000.000000,6000.000000,1200.000000,10800.000000,6696.752438,48048.133634
2025-03-27,45719.806349,73868.794344,45047.270571,211.370459,672.535778,19,8,22735.904668,18416.082781,6000.000000,6000.000000,1200.000000,10800.000000,4409.736752,47857.851990
2025-03-28,44856.851938,73589.280409,44856.851938,0.000000,0.000000,0,0,22637.347476,18336.251455,6000.000000,6000.000000,1200.000000,10800.000000,25820.387278,47643.313441
2025-03-29,44528.438533,73111.252700,44528.438533,0.000000,0.000000,0,0,22452.995282,18186.926178,6000.000000,6000.000000,1200.000000,10800.000000,28685.699708,47342.083604
2025-03-30,44863.969668,72607.711603,44145.699028,254.496971,718.270640,21,10,22215.020895,17994.166925,6000.000000,6000.000000,1200.000000,10800.000000,5802.735322,46894.062575
2025-03-31,44320.931374,72584.134323,44127.876597,67.331069,193.054777,10,7,22208.423663,17988.823167,6000.000000,6000.000000,1200.000000,10800.000000,5509.630717,46934.183257
2025-04-01,45476.239119,72510.108916,44076.531579,499.039601,1399.707540,33,10,22194.913821,17977.880195,6000.000000,6000.000000,1200.000000,10800.000000,4858.981683,46961.564895
2025-04-02,46194.338963,71700.223410,43475.047085,614.339536,2719.291878,32,12,22041.366276,17853.506683,6000.000000,6000.000000,1200.000000,10800.000000,2641.175264,46228.228399
2025-04-03,43862.333534,70984.457880,42977.185217,248.991923,885.148318,19,10,21978.558313,17802.632233,6000.000000,6000.000000,1200.000000,10800.000000,4896.941494,45395.706017
2025-04-04,42553.398084,70375.008092,42553.398084,0.000000,0.000000,0,0,21920.508066,17755.611533,6000.000000,6000.000000,1200.000000,10800.000000,28759.759148,44861.908390
2025-04-05,42207.875316,69875.331626,42207.875316,0.000000,0.000000,0,0,21860.249198,17706.801850,6000.000000,6000.000000,1200.000000,10800.000000,24012.701396,44521.363661
2025-04-06,42606.263461,69439.125728,41888.711122,174.588262,717.552338,13,11,21830.982551,17683.095867,6000.000000,6000.000000,1200.000000,10800.000000,5669.930181,44121.240739
2025-04-07,42255.273771,69461.900597,41911.152143,122.109370,344.121628,11,8,21830.982551,17683.095867,6000.000000,6000.000000,1200.000000,10800.000000,6725.772080,44164.941313
2025-04-08,42401.875253,69478.126902,41916.218886,127.125033,485.656367,16,11,21830.982551,17683.095867,6000.000000,6000.000000,1200.000000,10800.000000,5163.170440,44188.817069
2025-04-09,42489.153362,69027.543185,41609.255400,307.526822,879.897961,22,11,21761.473107,17626.793217,6000.000000,6000.000000,1200.000000,10800.000000,2755.768039,44016.106507
2025-04-10,42478.971282,68412.676304,41195.156146,313.141326,1283.815136,22,11,21721.797881,17594.656283,6000.000000,6000.000000,1200.000000,10800.000000,4101.238376,43454.163940
2025-04-11,40907.916823,68007.119538,40907.916823,0.000000,0.000000,0,0,21714.252449,17588.544483,6000.000000,6000.000000,1200.000000,10800.000000,29157.290985,43154.685962
2025-04-12,40754.948229,67791.445299,40754.948229,0.000000,0.000000,0,0,21706.593333,17582.340600,6000.000000,6000.000000,1200.000000,10800.000000,26780.782443,42917.905716
2025-04-13,40878.405506,66984.000405,40231.024250,159.538356,647.381256,13,7,21659.755264,17544.401764,6000.000000,6000.000000,1200.000000,10800.000000,4161.635176,42141.994600
2025-04-14,41215.810855,67010.526789,40254.579648,263.777707,961.231207,20,12,21644.822753,17532.306430,6000.000000,6000.000000,1200.000000,10800.000000,5133.155052,42169.392795
2025-04-15,40890.260897,67027.286396,40272.419819,129.099425,617.841078,14,8,21644.482325,17532.030683,6000.000000,6000.000000,1200.000000,10800.000000,6359.445280,42216.064571
2025-04-16,41260.554687,66472.872840,39885.717999,463.513583,1374.836688,26,11,21638.690391,17527.339217,6000.000000,6000.000000,1200.000000,10800.000000,3828.290431,41749.112429
2025-04-17,40118.864124,66389.027787,39765.474953,93.078803,353.389171,12,8,21638.690391,17527.339217,6000.000000,6000.000000,1200.000000,10800.000000,4538.115335,41660.567720
2025-04-18,39523.412709,66099.765843,39523.412709,0.000000,0.000000,0,0,21607.386420,17501.983000,6000.000000,6000.000000,1200.000000,10800.000000,27941.217214,41457.006007
2025-04-19,39274.702285,65804.384084,39274.702285,0.000000,0.000000,0,0,21599.607297,17495.681911,6000.000000,6000.000000,1200.000000,10800.000000,27008.255997,41228.238273
2025-04-20,39105.814764,65117.105370,38821.416915,98.333938,284.397849,14,10,21574.358062,17475.230031,6000.000000,6000.000000,1200.000000,10800.000000,4701.712225,40835.745330
2025-04-21,39590.245835,65130.166802,38829.645619,275.391979,760.600217,25,10,21568.269242,17470.298086,6000.000000,6000.000000,1200.000000,10800.000000,6941.150845,40852.038405
2025-04-22,39418.416192,65170.187024,38862.137608,160.811888,556.278584,14,9,21564.963484,17467.620422,6000.000000,6000.000000,1200.000000,10800.000000,4850.159655,40898.166738
2025-04-23,39633.876021,64857.630426,38641.840439,302.580512,992.035582,23,11,21569.320243,17471.149397,6000.000000,6000.000000,1200.000000,10800.000000,5664.902611,40683.386357
2025-04-24,38978.267618,64586.995542,38428.856245,131.325942,549.411373,15,8,21528.485123,17438.072950,6000.000000,6000.000000,1200.000000,10800.000000,7984.683582,40499.548227
2025-04-25,38070.126791,64025.915084,38070.126791,0.000000,0.000000,0,0,21516.111440,17428.050266,6000.000000,6000.000000,1200.000000,10800.000000,30945.959393,40041.908785
2025-04-26,37858.054712,63762.014770,37858.054712,0.000000,0.000000,0,0,21508.671461,17422.023883,6000.000000,6000.000000,1200.000000,10800.000000,33315.994156,39897.850108
2025-04-27,38041.244784,63342.315545,37593.441164,197.086350,447.803620,13,8,21519.712531,17430.967150,6000.000000,6000.000000,1200.000000,10800.000000,5623.772739,39617.197857
2025-04-28,44482.858647,63340.999446,37599.590435,2151.628935,6883.268212,43,14,21519.712531,17430.967150,6000.000000,6000.000000,1200.000000,10800.000000,2309.074300,39654.980659
2025-04-29,38150.490544,63712.853150,37793.971857,77.493167,356.518686,12,9,21534.796628,17443.185269,6000.000000,6000.000000,1200.000000,10800.000000,8156.814886,39881.459403
2025-04-30,38541.751297,63506.055181,37663.659884,277.447583,878.091413,21,12,21499.954671,17414.963283,6000.000000,6000.000000,1200.000000,10800.000000,7097.167501,39812.514690
2025-05-01,47027.399022,63175.419444,37423.366252,2055.165690,9604.032770,47,7,21466.648796,17387.985525,6000.000000,6000.000000,1200.000000,10800.000000,6178.829775,39569.654301
2025-05-02,37064.975677,62604.500909,37064.975677,0.000000,0.000000,0,0,21458.656317,17381.511617,6000.000000,6000.000000,1200.000000,10800.000000,23053.822966,39218.650765
2025-05-03,36841.876810,62093.802757,36822.092635,9.253590,19.784175,1,1,21204.649117,17175.765785,6000.000000,6000.000000,1200.000000,10800.000000,26920.337818,38882.169573
2025-05-04,46578.661377,61759.257222,36611.157886,2305.279066,9967.503491,53,9,20971.633735,16987.023326,6000.000000,6000.000000,1200.000000,10800.000000,6373.838259,38614.363564
2025-05-05,46193.903998,61972.757509,36753.752341,2149.331509,9440.151657,59,10,20995.897545,17006.677012,6000.000000,6000.000000,1200.000000,10800.000000,2209.474788,39001.691807
2025-05-06,45461.327537,62244.047190,36928.137014,1973.485800,8533.190523,46,9,21056.247480,17055.560459,6000.000000,6000.000000,1200.000000,10800.000000,4115.972705,39086.145479
2025-05-07,45547.533267,62265.969252,36975.446554,1830.341717,8572.086712,55,11,21026.343016,17031.337843,6000.000000,6000.000000,1200.000000,10800.000000,3317.456048,39306.301818
2025-05-08,47504.383594,62428.980580,37139.348546,2431.178373,10365.035048,59,10,21021.046347,17027.047541,6000.000000,6000.000000,1200.000000,10800.000000,2805.289640,39567.467618
2025-05-09,37414.049378,62703.678546,37414.049378,0.000000,0.000000,0,0,20774.373593,16827.242610,6000.000000,6000.000000,1200.000000,10800.000000,26753.109481,39691.251249
2025-05-10,37213.017319,62100.124375,37213.017319,0.000000,0.000000,0,0,20516.570850,16618.422388,6000.000000,6000.000000,1200.000000,10800.000000,23749.069355,39419.573600
2025-05-11,43992.090793,61891.575350,37079.996816,1626.097261,6912.093977,54,17,20367.213385,16497.442842,6000.000000,6000.000000,1200.000000,10800.000000,2393.881660,39193.007996
2025-05-12,42400.636793,62140.874094,37278.581075,1584.900120,5122.055718,39,14,20384.969780,16511.825522,6000.000000,6000.000000,1200.000000,10800.000000,6187.364964,39433.543839
2025-05-13,40038.057405,62489.840165,37472.122047,637.831050,2565.935358,25,10,20384.897078,16511.766633,6000.000000,6000.000000,1200.000000,10800.000000,3167.105098,39501.399459
2025-05-14,39900.892794,62372.443720,37397.260405,703.223825,2503.632389,30,11,20267.474051,16416.653982,6000.000000,6000.000000,1200.000000,10800.000000,3686.503703,39450.468844
2025-05-15,39697.435730,62421.099480,37495.124744,583.812807,2202.310986,33,12,20148.519728,16320.300980,6000.000000,6000.000000,1200.000000,10800.000000,3688.542548,39473.729381
2025-05-16,37636.719692,62525.230119,37636.719692,0.000000,0.000000,0,0,20161.153721,16330.534514,6000.000000,6000.000000,1200.000000,10800.000000,32229.268843,39614.085694
2025-05-17,37300.940192,61999.763694,37300.940192,0.000000,0.000000,0,0,20030.331035,16224.568138,6000.000000,6000.000000,1200.000000,10800.000000,26438.041453,39287.594545
2025-05-18,40885.611447,61840.411342,37211.580223,1400.021639,3674.031223,38,16,19924.224375,16138.621744,6000.000000,6000.000000,1200.000000,10800.000000,3185.852368,39315.051813
2025-05-19,39022.334804,61998.569847,37252.858952,321.423031,1769.475851,16,11,19974.585408,16179.414180,6000.000000,6000.000000,1200.000000,10800.000000,6173.051508,39342.264854
2025-05-20,43967.549994,62047.528440,37292.475501,1701.280650,6675.074493,36,12,19981.600192,16185.096155,6000.000000,6000.000000,1200.000000,10800.000000,3159.466337,39424.539976
2025-05-21,41305.631010,62100.378851,37356.329315,1029.161060,3949.301695,36,14,19861.118541,16087.506018,6000.000000,6000.000000,1200.000000,10800.000000,5344.593623,39552.109662
2025-05-22,38154.049422,62291.735137,37543.640184,138.247346,610.409238,11,8,19883.334881,16105.501254,6000.000000,6000.000000,1200.000000,10800.000000,4738.988845,39695.164152
2025-05-23,37408.428089,62116.911747,37408.428089,0.000000,0.000000,0,0,19679.398561,15940.312834,6000.000000,6000.000000,1200.000000,10800.000000,28817.022407,39618.807850
2025-05-24,37558.327466,62258.795575,37558.327466,0.000000,0.000000,0,0,19739.334125,15988.860642,6000.000000,6000.000000,1200.000000,10800.000000,30980.593149,39693.712162
2025-05-25,38620.909018,62183.455931,37514.292053,242.602819,1106.616965,12,8,19649.506139,15916.099973,6000.000000,6000.000000,1200.000000,10800.000000,6432.708084,39633.165758
2025-05-26,42577.927070,62262.803222,37576.455153,1494.762302,5001.471917,29,11,19656.907124,15922.094771,6000.000000,6000.000000,1200.000000,10800.000000,2693.150441,39684.254802
2025-05-27,38738.493729,62336.649908,37555.599397,338.985246,1182.894332,25,12,19640.512107,15908.814806,6000.000000,6000.000000,1200.000000,10800.000000,4829.971686,39758.671004
2025-05-28,40568.157834,62266.137846,37535.822884,939.772959,3032.334950,30,12,19516.314388,15808.214654,6000.000000,6000.000000,1200.000000,10800.000000,4389.371361,39740.541677
2025-05-29,40560.501226,62039.901361,37436.705261,840.591984,3123.795965,35,14,19428.259276,15736.890013,6000.000000,6000.000000,1200.000000,10800.000000,2396.209842,39487.316030
2025-05-30,37584.173974,62283.312053,37584.173974,0.000000,0.000000,0,0,19602.493752,15878.019939,6000.000000,6000.000000,1200.000000,10800.000000,28360.339187,39577.862808
2025-05-31,37770.772053,62253.177329,37573.317063,92.355000,197.454990,1,1,19563.610555,15846.524550,6000.000000,6000.000000,1200.000000,10800.000000,26623.179178,39531.793590
2025-06-01,91057.287747,62003.878287,37376.413255,13825.124930,53680.874492,119,4,19480.241975,15778.996000,6000.000000,6000.000000,1200.000000,10800.000000,714.355201,39339.639651
2025-06-02,82175.027481,63350.552749,38169.811487,10663.668347,44005.215994,113,7,19631.365002,15901.405652,6000.000000,6000.000000,1200.000000,10800.000000,1005.319446,41416.110811
2025-06-03,72371.976336,64619.686020,38949.428593,7943.537620,33422.547743,121,12,19973.172328,16178.269586,6000.000000,6000.000000,1200.000000,10800.000000,336.220883,43074.269250
2025-06-04,68831.240390,66243.927534,40048.037210,7969.683758,28783.203180,115,10,20409.021788,16531.307649,6000.000000,6000.000000,1200.000000,10800.000000,490.773469,44314.152279
2025-06-05,71284.983253,67806.133222,41104.354808,7858.576742,30180.628445,123,11,20607.540204,16692.107565,6000.000000,6000.000000,1200.000000,10800.000000,334.591564,45300.662139
2025-06-06,42651.408525,69987.884598,42651.408525,0.000000,0.000000,0,0,20970.439063,16986.055641,6000.000000,6000.000000,1200.000000,10800.000000,16109.633726,46376.766829
2025-06-07,42582.124651,69823.579970,42496.212142,40.183587,85.912509,1,1,21007.300098,17015.913079,6000.000000,6000.000000,1200.000000,10800.000000,15065.126971,46275.303691
2025-06-08,55517.103572,69802.829548,42457.932094,3452.772825,13059.171478,88,17,20973.659209,16988.663959,6000.000000,6000.000000,1200.000000,10800.000000,3208.609906,46238.534763
2025-06-09,63618.096436,71095.001141,43401.308099,5046.924016,20216.788336,97,16,20976.744425,16991.162984,6000.000000,6000.000000,1200.000000,10800.000000,727.917555,46798.197327
2025-06-10,62777.713746,72287.744367,44258.106098,4966.069723,18519.607647,92,19,21315.580085,17265.619869,6000.000000,6000.000000,1200.000000,10800.000000,938.471763,47625.102841
2025-06-11,76576.348516,73672.064936,45138.550053,7425.850750,31437.798463,101,15,21724.254463,17596.646115,6000.000000,6000.000000,1200.000000,10800.000000,45.120333,48322.017904
2025-06-12,60534.028987,75134.518904,46172.033337,3655.516699,14361.995650,65,17,21913.169054,17749.666934,6000.000000,6000.000000,1200.000000,10800.000000,623.407199,49529.711162
2025-06-13,46746.657317,76008.559951,46746.657317,0.000000,0.000000,0,0,22183.766344,17968.850739,6000.000000,6000.000000,1200.000000,10800.000000,17365.425072,50095.854722
2025-06-14,46800.146457,76086.603844,46800.146457,0.000000,0.000000,0,0,22181.196680,17966.769311,6000.000000,6000.000000,1200.000000,10800.000000,20779.638288,50078.571709
2025-06-15,55262.184285,76144.791675,46833.278759,2050.322845,8428.905526,47,15,22221.094861,17999.086838,6000.000000,6000.000000,1200.000000,10800.000000,793.803029,50046.115821
2025-06-16,56689.774079,76794.506527,47310.136854,2375.813049,9379.637226,66,20,22355.366067,18107.846514,6000.000000,6000.000000,1200.000000,10800.000000,439.100268,50387.674458
2025-06-17,63297.522783,77565.534567,47914.984811,3887.446777,15382.537972,61,18,22355.366067,18107.846514,6000.000000,6000.000000,1200.000000,10800.000000,967.812350,50758.123740
2025-06-18,52444.570807,78336.727031,48477.238819,1171.285370,3967.331989,41,18,22333.333333,18090.000000,6000.000000,6000.000000,1200.000000,10800.000000,1990.822187,51354.973463
2025-06-19,52180.039841,78791.612598,48789.764979,697.802214,3390.274862,29,15,22333.333333,18090.000000,6000.000000,6000.000000,1200.000000,10800.000000,2771.372593,51516.463112
2025-06-20,48893.986308,78902.990472,48893.986308,0.000000,0.000000,0,0,22333.333333,18090.000000,6000.000000,6000.000000,1200.000000,10800.000000,22222.738510,51667.562197
2025-06-21,48900.376801,78910.553835,48900.376801,0.000000,0.000000,0,0,22333.333333,18090.000000,6000.000000,6000.000000,1200.000000,10800.000000,22394.174366,51648.756582
2025-06-22,51787.539265,78918.499319,48904.337381,732.646211,2883.201884,27,11,22333.333333,18090.000000,6000.000000,6000.000000,1200.000000,10800.000000,3269.148598,51637.314823
2025-06-23,51038.219178,79019.269645,48956.762116,457.273169,2081.457062,20,11,22445.396417,18180.771098,6000.000000,6000.000000,1200.000000,10800.000000,2708.747197,51730.365511
2025-06-24,64849.393208,79169.699599,49065.801198,3902.374255,15783.592010,64,15,22435.678098,18172.899260,6000.000000,6000.000000,1200.000000,10800.000000,266.278196,51846.764968
2025-06-25,54210.887363,79869.769769,49579.487433,1290.303574,4631.399929,23,10,22557.814100,18271.829421,6000.000000,6000.000000,1200.000000,10800.000000,1318.356338,52430.393744
2025-06-26,51822.181234,80064.218996,49682.799267,433.600517,2139.381967,27,15,22682.842037,18373.102050,6000.000000,6000.000000,1200.000000,10800.000000,1860.721578,52553.877013
2025-06-27,49861.257281,80282.558817,49861.257281,0.000000,0.000000,0,0,22687.311438,18376.722265,6000.000000,6000.000000,1200.000000,10800.000000,22489.809248,52630.175493
2025-06-28,49878.267646,80313.171588,49878.267646,0.000000,0.000000,0,0,22703.298970,18389.672166,6000.000000,6000.000000,1200.000000,10800.000000,20804.822077,52585.630199
2025-06-29,52152.229081,80331.048963,49890.331321,730.453833,2261.897759,26,12,22707.772852,18393.296010,6000.000000,6000.000000,1200.000000,10800.000000,3085.432858,52541.923608
2025-06-30,52830.061658,80480.682768,49982.195962,758.931890,2847.865696,27,14,22722.841187,18405.501361,6000.000000,6000.000000,1200.000000,10800.000000,1996.051220,52603.818628
2025-07-01,72165.896531,80535.799732,50031.685103,6318.693240,22134.211428,95,9,22703.775192,18390.057905,6000.000000,6000.000000,1200.000000,10800.000000,1776.091822,52692.018294
2025-07-02,69951.511092,80745.476214,50172.334616,5736.179433,19779.176476,82,4,22724.807897,18407.094396,6000.000000,6000.000000,1200.000000,10800.000000,5208.396096,53570.198477
2025-07-03,74104.143117,81080.879095,50435.491382,6422.780250,23668.651735,93,8,22728.417695,18410.018333,6000.000000,6000.000000,1200.000000,10800.000000,1702.668000,54378.774105
2025-07-04,50883.821863,81667.925745,50883.821863,0.000000,0.000000,0,0,22742.417695,18421.358333,6000.000000,6000.000000,1200.000000,10800.000000,20450.735600,55382.217479
2025-07-05,50920.496426,81475.692145,50768.370599,71.153333,152.125827,1,1,22742.417695,18421.358333,6000.000000,6000.000000,1200.000000,10800.000000,22630.725700,55256.866104
2025-07-06,75457.041166,81319.456012,50589.027043,6597.817717,24868.014123,97,6,22742.417695,18421.358333,6000.000000,6000.000000,1200.000000,10800.000000,1764.824900,55126.724003
