date,vintage_hour,slot,hour_end,lead_hours,sigma_kw,quantile_kw,samples
2025-12-31,12,108,1080,5.833,0.000000,0.000000,30
2025-12-31,12,109,1090,6.000,0.000000,0.000000,30
2025-12-31,12,110,1100,6.167,0.000000,0.000000,30
2025-12-31,12,111,1110,6.333,0.000000,0.000000,30
2025-12-31,12,112,1120,6.500,0.000000,0.000000,30
2025-12-31,12,113,1130,6.667,0.000000,0.000000,30
2025-12-31,12,114,1140,6.833,0.000000,0.000000,30
2025-12-31,12,115,1150,7.000,0.000000,0.000000,30
2025-12-31,12,116,1160,7.167,0.000000,0.000000,30
2025-12-31,12,117,1170,7.333,0.000000,0.000000,30
2025-12-31,12,118,1180,7.500,0.000000,0.000000,30
2025-12-31,12,119,1190,7.667,0.000000,0.000000,30
2025-12-31,12,120,1200,7.833,0.000000,0.000000,30
2025-12-31,12,121,1210,8.000,0.000000,0.000000,30
2025-12-31,12,122,1220,8.167,0.000000,0.000000,30
2025-12-31,12,123,1230,8.333,0.000000,0.000000,30
2025-12-31,12,124,1240,8.500,0.000000,0.000000,30
2025-12-31,12,125,1250,8.667,0.000000,0.000000,30
2025-12-31,12,126,1260,8.833,0.000000,0.000000,30
2025-12-31,12,127,1270,9.000,0.000000,0.000000,30
2025-12-31,12,128,1280,9.167,0.000000,0.000000,30
2025-12-31,12,129,1290,9.333,0.000000,0.000000,30
2025-12-31,12,130,1300,9.500,0.000000,0.000000,30
2025-12-31,12,131,1310,9.667,0.000000,0.000000,30
2025-12-31,12,132,1320,9.833,0.000000,0.000000,30
2025-12-31,12,133,1330,10.000,0.000000,0.000000,30
2025-12-31,12,134,1340,10.167,0.000000,0.000000,30
2025-12-31,12,135,1350,10.333,0.000000,0.000000,30
2025-12-31,12,136,1360,10.500,0.000000,0.000000,30
2025-12-31,12,137,1370,10.667,0.000000,0.000000,30
2025-12-31,12,138,1380,10.833,0.000000,0.000000,30
2025-12-31,12,139,1390,11.000,0.000000,0.000000,30
2025-12-31,12,140,1400,11.167,0.000000,0.000000,30
2025-12-31,12,141,1410,11.333,0.000000,0.000000,30
2025-12-31,12,142,1420,11.500,0.000000,0.000000,30
2025-12-31,12,143,1430,11.667,0.000000,0.000000,30
2025-12-31,12,144,1440,11.833,0.000000,0.000000,30
2025-12-31,18,109,1090,0.000,0.000000,0.000000,30
2025-12-31,18,110,1100,0.167,0.000000,0.000000,30
2025-12-31,18,111,1110,0.333,0.000000,0.000000,30
2025-12-31,18,112,1120,0.500,0.000000,0.000000,30
2025-12-31,18,113,1130,0.667,0.000000,0.000000,30
2025-12-31,18,114,1140,0.833,0.000000,0.000000,30
2025-12-31,18,115,1150,1.000,0.000000,0.000000,30
2025-12-31,18,116,1160,1.167,0.000000,0.000000,30
2025-12-31,18,117,1170,1.333,0.000000,0.000000,30
2025-12-31,18,118,1180,1.500,0.000000,0.000000,30
2025-12-31,18,119,1190,1.667,0.000000,0.000000,30
2025-12-31,18,120,1200,1.833,0.000000,0.000000,30
2025-12-31,18,121,1210,2.000,0.000000,0.000000,30
2025-12-31,18,122,1220,2.167,0.000000,0.000000,30
2025-12-31,18,123,1230,2.333,0.000000,0.000000,30
2025-12-31,18,124,1240,2.500,0.000000,0.000000,30
2025-12-31,18,125,1250,2.667,0.000000,0.000000,30
2025-12-31,18,126,1260,2.833,0.000000,0.000000,30
2025-12-31,18,127,1270,3.000,0.000000,0.000000,30
2025-12-31,18,128,1280,3.167,0.000000,0.000000,30
2025-12-31,18,129,1290,3.333,0.000000,0.000000,30
2025-12-31,18,130,1300,3.500,0.000000,0.000000,30
2025-12-31,18,131,1310,3.667,0.000000,0.000000,30
2025-12-31,18,132,1320,3.833,0.000000,0.000000,30
2025-12-31,18,133,1330,4.000,0.000000,0.000000,30
2025-12-31,18,134,1340,4.167,0.000000,0.000000,30
2025-12-31,18,135,1350,4.333,0.000000,0.000000,30
2025-12-31,18,136,1360,4.500,0.000000,0.000000,30
2025-12-31,18,137,1370,4.667,0.000000,0.000000,30
2025-12-31,18,138,1380,4.833,0.000000,0.000000,30
2025-12-31,18,139,1390,5.000,0.000000,0.000000,30
2025-12-31,18,140,1400,5.167,0.000000,0.000000,30
2025-12-31,18,141,1410,5.333,0.000000,0.000000,30
2025-12-31,18,142,1420,5.500,0.000000,0.000000,30
2025-12-31,18,143,1430,5.667,0.000000,0.000000,30
2025-12-31,18,144,1440,5.833,0.000000,0.000000,30
