run_id,file,sheet,excel_row,excel_col,date,slot_index,slot_label,value,rule_id,reason
clean-2025-v1,附件2,光伏发电实际功率,113,DJ,2025-04-22,113,18:50,6.3522,NR2,core-night value above noise band (old=6.352200)
clean-2025-v1,附件2,光伏发电实际功率,114,AF,2025-04-23,31,5:10,5.25,NR2,core-night value above noise band (old=5.250000)
clean-2025-v1,附件2,光伏发电实际功率,114,DJ,2025-04-23,113,18:50,6.5643,NR2,core-night value above noise band (old=6.564300)
clean-2025-v1,附件2,光伏发电实际功率,115,DJ,2025-04-24,113,18:50,5.0417,NR2,core-night value above noise band (old=5.041700)
clean-2025-v1,附件2,光伏发电实际功率,119,DI,2025-04-28,112,18:40,5.545,NR2,core-night value above noise band (old=5.545000)
clean-2025-v1,附件2,光伏发电实际功率,120,AG,2025-04-29,32,5:20,8.5693,NR2,core-night value above noise band (old=8.569300)
clean-2025-v1,附件2,光伏发电实际功率,120,DI,2025-04-29,112,18:40,9.6728,NR2,core-night value above noise band (old=9.672800)
clean-2025-v1,附件2,光伏发电实际功率,183,AC,2025-07-01,28,4:40,5.1641,NR2,core-night value above noise band (old=5.164100)
clean-2025-v1,附件2,光伏发电实际功率,183,DM,2025-07-01,116,19:20,5.1734,NR2,core-night value above noise band (old=5.173400)
clean-2025-v1,附件2,光伏发电实际功率,184,DM,2025-07-02,116,19:20,5.2939,NR2,core-night value above noise band (old=5.293900)
clean-2025-v1,附件2,光伏发电实际功率,185,DM,2025-07-03,116,19:20,5.3783,NR2,core-night value above noise band (old=5.378300)
clean-2025-v1,附件2,光伏发电实际功率,227,AG,2025-08-14,32,5:20,6.0561,NR2,core-night value above noise band (old=6.056100)
clean-2025-v1,附件2,光伏发电实际功率,227,DI,2025-08-14,112,18:40,6.4752,NR2,core-night value above noise band (old=6.475200)
clean-2025-v1,附件2,光伏发电实际功率,232,AF,2025-08-19,31,5:10,6.8604,NR2,core-night value above noise band (old=6.860400)
clean-2025-v1,附件2,光伏发电实际功率,232,DJ,2025-08-19,113,18:50,5.5574,NR2,core-night value above noise band (old=5.557400)
clean-2025-v1,附件2,光伏发电实际功率,233,AF,2025-08-20,31,5:10,6.0881,NR2,core-night value above noise band (old=6.088100)
clean-2025-v1,附件2,光伏发电实际功率,233,DJ,2025-08-20,113,18:50,6.8146,NR2,core-night value above noise band (old=6.814600)
clean-2025-v1,附件2,光伏发电实际功率,234,AF,2025-08-21,31,5:10,5.8714,NR2,core-night value above noise band (old=5.871400)
clean-2025-v1,附件2,光伏发电实际功率,234,DJ,2025-08-21,113,18:50,5.2871,NR2,core-night value above noise band (old=5.287100)
clean-2025-v1,附件2,光伏发电实际功率,235,AF,2025-08-22,31,5:10,5.748,NR2,core-night value above noise band (old=5.748000)
clean-2025-v1,附件2,光伏发电实际功率,235,DJ,2025-08-22,113,18:50,5.5612,NR2,core-night value above noise band (old=5.561200)
clean-2025-v1,附件2,光伏发电实际功率,236,AF,2025-08-23,31,5:10,5.3173,NR2,core-night value above noise band (old=5.317300)
clean-2025-v1,附件2,光伏发电实际功率,259,DF,2025-09-15,109,18:10,7.1931,NR2,core-night value above noise band (old=7.193100)
clean-2025-v1,附件2,光伏发电实际功率,263,AI,2025-09-19,34,5:40,5.3428,NR2,core-night value above noise band (old=5.342800)
clean-2025-v1,附件2,光伏发电实际功率,264,AI,2025-09-20,34,5:40,6.5764,NR2,core-night value above noise band (old=6.576400)
clean-2025-v1,附件2,光伏发电实际功率,264,DG,2025-09-20,110,18:20,6.4171,NR2,core-night value above noise band (old=6.417100)
clean-2025-v1,附件2,光伏发电实际功率,265,AI,2025-09-21,34,5:40,6.586,NR2,core-night value above noise band (old=6.586000)
clean-2025-v1,附件2,光伏发电实际功率,265,DG,2025-09-21,110,18:20,6.7744,NR2,core-night value above noise band (old=6.774400)
clean-2025-v1,附件2,光伏发电实际功率,266,AI,2025-09-22,34,5:40,5.6274,NR2,core-night value above noise band (old=5.627400)
clean-2025-v1,附件2,光伏发电实际功率,266,DG,2025-09-22,110,18:20,6.1848,NR2,core-night value above noise band (old=6.184800)
clean-2025-v1,附件2,光伏发电实际功率,267,AI,2025-09-23,34,5:40,5.1961,NR2,core-night value above noise band (old=5.196100)
clean-2025-v1,附件2,光伏发电实际功率,279,AJ,2025-10-05,35,5:50,5.0271,NR2,core-night value above noise band (old=5.027100)
clean-2025-v1,附件2,光伏发电实际功率,280,AJ,2025-10-06,35,5:50,5.9487,NR2,core-night value above noise band (old=5.948700)
clean-2025-v1,附件2,光伏发电实际功率,280,DF,2025-10-06,109,18:10,5.1296,NR2,core-night value above noise band (old=5.129600)
clean-2025-v1,附件2,光伏发电实际功率,295,AL,2025-10-21,37,6:10,6.067,NR2,core-night value above noise band (old=6.067000)
clean-2025-v1,附件2,光伏发电实际功率,295,DD,2025-10-21,107,17:50,6.8366,NR2,core-night value above noise band (old=6.836600)
clean-2025-v1,附件2,光伏发电实际功率,296,AL,2025-10-22,37,6:10,7.6014,NR2,core-night value above noise band (old=7.601400)
clean-2025-v1,附件2,光伏发电实际功率,296,DD,2025-10-22,107,17:50,9.0369,NR2,core-night value above noise band (old=9.036900)
clean-2025-v1,附件2,光伏发电实际功率,297,AL,2025-10-23,37,6:10,6.532,NR2,core-night value above noise band (old=6.532000)
clean-2025-v1,附件2,光伏发电实际功率,297,DD,2025-10-23,107,17:50,6.959,NR2,core-night value above noise band (old=6.959000)
clean-2025-v1,附件2,光伏发电实际功率,298,AL,2025-10-24,37,6:10,6.8925,NR2,core-night value above noise band (old=6.892500)
clean-2025-v1,附件2,光伏发电实际功率,298,DD,2025-10-24,107,17:50,6.5756,NR2,core-night value above noise band (old=6.575600)
clean-2025-v1,附件2,光伏发电实际功率,299,AL,2025-10-25,37,6:10,6.2845,NR2,core-night value above noise band (old=6.284500)
clean-2025-v1,附件2,光伏发电实际功率,299,DD,2025-10-25,107,17:50,5.8378,NR2,core-night value above noise band (old=5.837800)
clean-2025-v1,附件2,光伏发电实际功率,300,AL,2025-10-26,37,6:10,5.6672,NR2,core-night value above noise band (old=5.667200)
clean-2025-v1,附件2,光伏发电实际功率,300,DD,2025-10-26,107,17:50,5.6605,NR2,core-night value above noise band (old=5.660500)
clean-2025-v1,附件2,光伏发电实际功率,314,DC,2025-11-09,106,17:40,5.6699,NR2,core-night value above noise band (old=5.669900)
clean-2025-v1,附件2,光伏发电实际功率,340,DA,2025-12-05,104,17:20,5.4793,NR2,core-night value above noise band (old=5.479300)
clean-2025-v1,附件2,光伏发电实际功率,341,AO,2025-12-06,40,6:40,5.4193,NR2,core-night value above noise band (old=5.419300)
clean-2025-v1,附件2,光伏发电实际功率,342,AO,2025-12-07,40,6:40,6.5558,NR2,core-night value above noise band (old=6.555800)
clean-2025-v1,附件2,光伏发电实际功率,342,DA,2025-12-07,104,17:20,5.7839,NR2,core-night value above noise band (old=5.783900)
clean-2025-v1,附件2,光伏发电实际功率,343,AO,2025-12-08,40,6:40,6.4281,NR2,core-night value above noise band (old=6.428100)
clean-2025-v1,附件2,光伏发电实际功率,343,DA,2025-12-08,104,17:20,6.3433,NR2,core-night value above noise band (old=6.343300)
clean-2025-v1,附件2,光伏发电实际功率,344,AO,2025-12-09,40,6:40,5.9256,NR2,core-night value above noise band (old=5.925600)
clean-2025-v1,附件2,光伏发电实际功率,344,DA,2025-12-09,104,17:20,6.5652,NR2,core-night value above noise band (old=6.565200)
clean-2025-v1,附件2,光伏发电实际功率,345,AO,2025-12-10,40,6:40,7.7072,NR2,core-night value above noise band (old=7.707200)
clean-2025-v1,附件2,光伏发电实际功率,345,DA,2025-12-10,104,17:20,5.9405,NR2,core-night value above noise band (old=5.940500)
clean-2025-v1,附件2,光伏发电实际功率,346,AO,2025-12-11,40,6:40,6.7258,NR2,core-night value above noise band (old=6.725800)
clean-2025-v1,附件2,光伏发电实际功率,346,DA,2025-12-11,104,17:20,7.2138,NR2,core-night value above noise band (old=7.213800)
clean-2025-v1,附件2,光伏发电实际功率,347,AO,2025-12-12,40,6:40,6.36,NR2,core-night value above noise band (old=6.360000)
clean-2025-v1,附件2,光伏发电实际功率,347,DA,2025-12-12,104,17:20,6.6632,NR2,core-night value above noise band (old=6.663200)
clean-2025-v1,附件2,光伏发电实际功率,348,AO,2025-12-13,40,6:40,7.1033,NR2,core-night value above noise band (old=7.103300)
clean-2025-v1,附件2,光伏发电实际功率,348,DA,2025-12-13,104,17:20,6.7833,NR2,core-night value above noise band (old=6.783300)
clean-2025-v1,附件2,光伏发电实际功率,349,AO,2025-12-14,40,6:40,5.8832,NR2,core-night value above noise band (old=5.883200)
clean-2025-v1,附件2,光伏发电实际功率,349,DA,2025-12-14,104,17:20,5.9668,NR2,core-night value above noise band (old=5.966800)
clean-2025-v1,附件2,光伏发电实际功率,350,AO,2025-12-15,40,6:40,5.6943,NR2,core-night value above noise band (old=5.694300)
clean-2025-v1,附件2,光伏发电实际功率,350,DA,2025-12-15,104,17:20,6.3454,NR2,core-night value above noise band (old=6.345400)
clean-2025-v1,附件2,光伏发电实际功率,351,AO,2025-12-16,40,6:40,6.5308,NR2,core-night value above noise band (old=6.530800)
clean-2025-v1,附件2,光伏发电实际功率,351,DA,2025-12-16,104,17:20,6.1957,NR2,core-night value above noise band (old=6.195700)
clean-2025-v1,附件2,光伏发电实际功率,352,AO,2025-12-17,40,6:40,6.347,NR2,core-night value above noise band (old=6.347000)
clean-2025-v1,附件2,光伏发电实际功率,352,DA,2025-12-17,104,17:20,6.4075,NR2,core-night value above noise band (old=6.407500)
clean-2025-v1,附件2,光伏发电实际功率,353,AO,2025-12-18,40,6:40,6.9265,NR2,core-night value above noise band (old=6.926500)
clean-2025-v1,附件2,光伏发电实际功率,353,DA,2025-12-18,104,17:20,5.9937,NR2,core-night value above noise band (old=5.993700)
clean-2025-v1,附件2,光伏发电实际功率,354,AO,2025-12-19,40,6:40,5.5166,NR2,core-night value above noise band (old=5.516600)
clean-2025-v1,附件2,光伏发电实际功率,354,DA,2025-12-19,104,17:20,6.1952,NR2,core-night value above noise band (old=6.195200)
clean-2025-v1,附件2,光伏发电实际功率,355,AO,2025-12-20,40,6:40,5.5202,NR2,core-night value above noise band (old=5.520200)
clean-2025-v1,附件2,光伏发电实际功率,355,DA,2025-12-20,104,17:20,6.2357,NR2,core-night value above noise band (old=6.235700)
clean-2025-v1,附件2,光伏发电实际功率,356,AO,2025-12-21,40,6:40,6.1366,NR2,core-night value above noise band (old=6.136600)
clean-2025-v1,附件2,光伏发电实际功率,356,DA,2025-12-21,104,17:20,6.2009,NR2,core-night value above noise band (old=6.200900)
clean-2025-v1,附件2,光伏发电实际功率,357,AO,2025-12-22,40,6:40,5.7598,NR2,core-night value above noise band (old=5.759800)
clean-2025-v1,附件2,光伏发电实际功率,357,DA,2025-12-22,104,17:20,5.9468,NR2,core-night value above noise band (old=5.946800)
clean-2025-v1,附件2,光伏发电实际功率,358,AO,2025-12-23,40,6:40,6.2227,NR2,core-night value above noise band (old=6.222700)
clean-2025-v1,附件2,光伏发电实际功率,358,DA,2025-12-23,104,17:20,5.9365,NR2,core-night value above noise band (old=5.936500)
clean-2025-v1,附件2,光伏发电实际功率,359,AO,2025-12-24,40,6:40,6.445,NR2,core-night value above noise band (old=6.445000)
clean-2025-v1,附件2,光伏发电实际功率,359,DA,2025-12-24,104,17:20,6.2672,NR2,core-night value above noise band (old=6.267200)
clean-2025-v1,附件2,光伏发电实际功率,360,AO,2025-12-25,40,6:40,6.0581,NR2,core-night value above noise band (old=6.058100)
clean-2025-v1,附件2,光伏发电实际功率,360,DA,2025-12-25,104,17:20,6.8576,NR2,core-night value above noise band (old=6.857600)
clean-2025-v1,附件2,光伏发电实际功率,361,AO,2025-12-26,40,6:40,5.9432,NR2,core-night value above noise band (old=5.943200)
clean-2025-v1,附件2,光伏发电实际功率,361,DA,2025-12-26,104,17:20,6.642,NR2,core-night value above noise band (old=6.642000)
clean-2025-v1,附件2,光伏发电实际功率,362,AO,2025-12-27,40,6:40,6.3065,NR2,core-night value above noise band (old=6.306500)
clean-2025-v1,附件2,光伏发电实际功率,362,DA,2025-12-27,104,17:20,6.222,NR2,core-night value above noise band (old=6.222000)
clean-2025-v1,附件2,光伏发电实际功率,363,AO,2025-12-28,40,6:40,5.5828,NR2,core-night value above noise band (old=5.582800)
clean-2025-v1,附件2,光伏发电实际功率,363,DA,2025-12-28,104,17:20,6.7131,NR2,core-night value above noise band (old=6.713100)
clean-2025-v1,附件2,光伏发电实际功率,364,AO,2025-12-29,40,6:40,7.3682,NR2,core-night value above noise band (old=7.368200)
clean-2025-v1,附件2,光伏发电实际功率,364,DA,2025-12-29,104,17:20,5.835,NR2,core-night value above noise band (old=5.835000)
clean-2025-v1,附件2,光伏发电实际功率,365,AO,2025-12-30,40,6:40,6.8805,NR2,core-night value above noise band (old=6.880500)
clean-2025-v1,附件2,光伏发电实际功率,365,DA,2025-12-30,104,17:20,6.5621,NR2,core-night value above noise band (old=6.562100)
clean-2025-v1,附件2,光伏发电实际功率,366,AO,2025-12-31,40,6:40,6.8432,NR2,core-night value above noise band (old=6.843200)
clean-2025-v1,附件2,光伏发电实际功率,366,DA,2025-12-31,104,17:20,7.2457,NR2,core-night value above noise band (old=7.245700)
