run_id,file,sheet,excel_row,excel_col,date,slot_index,slot_label,hour_end,rule_id,action,old_value,new_value,reason
clean-2025-v1,附件2,光伏发电实际功率,4,DD,2025-01-03,107,17:50,17:50,NR1,set_zero,0.414,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,4,DG,2025-01-03,110,18:20,18:20,NR1,set_zero,0.0297,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,4,DJ,2025-01-03,113,18:50,18:50,NR1,set_zero,0.0021,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,5,AF,2025-01-04,31,5:10,5:10,NR1,set_zero,0.0022,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,5,AI,2025-01-04,34,5:40,5:40,NR1,set_zero,0.0312,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,5,AL,2025-01-04,37,6:10,6:10,NR1,set_zero,0.4352,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,5,AO,2025-01-04,40,6:40,6:40,NR2,reject,6.0622,nan,core-night value above noise band (old=6.062200)
clean-2025-v1,附件2,光伏发电实际功率,5,DA,2025-01-04,104,17:20,17:20,NR2,reject,5.0717,nan,core-night value above noise band (old=5.071700)
clean-2025-v1,附件2,光伏发电实际功率,5,DD,2025-01-04,107,17:50,17:50,NR1,set_zero,0.3641,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,5,DG,2025-01-04,110,18:20,18:20,NR1,set_zero,0.0261,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,5,DJ,2025-01-04,113,18:50,18:50,NR1,set_zero,0.0019,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,AF,2025-01-05,31,5:10,5:10,NR1,set_zero,0.0017,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,AI,2025-01-05,34,5:40,5:40,NR1,set_zero,0.0239,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,AL,2025-01-05,37,6:10,6:10,NR1,set_zero,0.333,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,AO,2025-01-05,40,6:40,6:40,NR1,set_zero,4.638,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,DA,2025-01-05,104,17:20,17:20,NR1,set_zero,4.3005,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,DD,2025-01-05,107,17:50,17:50,NR1,set_zero,0.3088,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,DG,2025-01-05,110,18:20,18:20,NR1,set_zero,0.0222,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,6,DJ,2025-01-05,113,18:50,18:50,NR1,set_zero,0.0016,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,AF,2025-01-06,31,5:10,5:10,NR1,set_zero,0.0017,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,AI,2025-01-06,34,5:40,5:40,NR1,set_zero,0.0238,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,AL,2025-01-06,37,6:10,6:10,NR1,set_zero,0.3313,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,AO,2025-01-06,40,6:40,6:40,NR1,set_zero,4.6149,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,DA,2025-01-06,104,17:20,17:20,NR1,set_zero,4.2961,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,DD,2025-01-06,107,17:50,17:50,NR1,set_zero,0.3084,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,DG,2025-01-06,110,18:20,18:20,NR1,set_zero,0.0221,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,7,DJ,2025-01-06,113,18:50,18:50,NR1,set_zero,0.0016,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,AF,2025-01-07,31,5:10,5:10,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,AI,2025-01-07,34,5:40,5:40,NR1,set_zero,0.0197,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,AL,2025-01-07,37,6:10,6:10,NR1,set_zero,0.2749,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,AO,2025-01-07,40,6:40,6:40,NR1,set_zero,3.8286,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,DA,2025-01-07,104,17:20,17:20,NR1,set_zero,3.9615,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,DD,2025-01-07,107,17:50,17:50,NR1,set_zero,0.2844,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,DG,2025-01-07,110,18:20,18:20,NR1,set_zero,0.0204,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,8,DJ,2025-01-07,113,18:50,18:50,NR1,set_zero,0.0015,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,9,AI,2025-01-08,34,5:40,5:40,NR1,set_zero,0.0138,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,9,AL,2025-01-08,37,6:10,6:10,NR1,set_zero,0.1921,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,9,AO,2025-01-08,40,6:40,6:40,NR1,set_zero,2.676,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,9,DA,2025-01-08,104,17:20,17:20,NR1,set_zero,3.5235,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,9,DD,2025-01-08,107,17:50,17:50,NR1,set_zero,0.253,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,9,DG,2025-01-08,110,18:20,18:20,NR1,set_zero,0.0182,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,9,DJ,2025-01-08,113,18:50,18:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,10,AI,2025-01-09,34,5:40,5:40,NR1,set_zero,0.0138,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,10,AL,2025-01-09,37,6:10,6:10,NR1,set_zero,0.1921,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,10,AO,2025-01-09,40,6:40,6:40,NR1,set_zero,2.6758,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,10,DA,2025-01-09,104,17:20,17:20,NR1,set_zero,2.4519,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,10,DD,2025-01-09,107,17:50,17:50,NR1,set_zero,0.176,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,10,DG,2025-01-09,110,18:20,18:20,NR1,set_zero,0.0126,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,11,AI,2025-01-10,34,5:40,5:40,NR1,set_zero,0.0106,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,11,AL,2025-01-10,37,6:10,6:10,NR1,set_zero,0.1474,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,11,AO,2025-01-10,40,6:40,6:40,NR1,set_zero,2.0527,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,11,DA,2025-01-10,104,17:20,17:20,NR1,set_zero,2.0244,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,11,DD,2025-01-10,107,17:50,17:50,NR1,set_zero,0.1453,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,11,DG,2025-01-10,110,18:20,18:20,NR1,set_zero,0.0104,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,12,AI,2025-01-11,34,5:40,5:40,NR1,set_zero,0.008,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,12,AL,2025-01-11,37,6:10,6:10,NR1,set_zero,0.1119,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,12,AO,2025-01-11,40,6:40,6:40,NR1,set_zero,1.558,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,12,DA,2025-01-11,104,17:20,17:20,NR1,set_zero,1.5152,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,12,DD,2025-01-11,107,17:50,17:50,NR1,set_zero,0.1088,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,12,DG,2025-01-11,110,18:20,18:20,NR1,set_zero,0.0078,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,13,AL,2025-01-12,37,6:10,6:10,NR1,set_zero,0.0081,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,13,AO,2025-01-12,40,6:40,6:40,NR1,set_zero,0.1122,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,13,AP,2025-01-12,41,6:50,6:50,NR5,flag,2.2026,2.2026,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,13,CZ,2025-01-12,103,17:10,17:10,NR4,set_zero,0.7207,0,shoulder sub-kW noise
clean-2025-v1,附件2,光伏发电实际功率,13,DA,2025-01-12,104,17:20,17:20,NR1,set_zero,0.7496,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,13,DD,2025-01-12,107,17:50,17:50,NR1,set_zero,0.0538,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,13,DG,2025-01-12,110,18:20,18:20,NR1,set_zero,0.0039,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,14,AM,2025-01-13,38,6:20,6:20,NR1,set_zero,0.0011,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,14,AP,2025-01-13,41,6:50,6:50,NR5,flag,2.941,2.941,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,14,CZ,2025-01-13,103,17:10,17:10,NR5,flag,4.693,4.693,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,14,DC,2025-01-13,106,17:40,17:40,NR1,set_zero,0.1366,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,14,DF,2025-01-13,109,18:10,18:10,NR1,set_zero,0.0098,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,15,AL,2025-01-14,37,6:10,6:10,NR1,set_zero,0.0123,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,15,AO,2025-01-14,40,6:40,6:40,NR1,set_zero,0.1709,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,15,AP,2025-01-14,41,6:50,6:50,NR5,flag,2.4097,2.4097,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,15,DC,2025-01-14,106,17:40,17:40,NR1,set_zero,0.1818,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,15,DF,2025-01-14,109,18:10,18:10,NR1,set_zero,0.013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,16,AG,2025-01-15,32,5:20,5:20,NR1,set_zero,0.0021,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,16,AJ,2025-01-15,35,5:50,5:50,NR1,set_zero,0.0289,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,16,AM,2025-01-15,38,6:20,6:20,NR1,set_zero,0.402,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,16,DC,2025-01-15,106,17:40,17:40,NR1,set_zero,0.385,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,16,DF,2025-01-15,109,18:10,18:10,NR1,set_zero,0.0276,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,16,DI,2025-01-15,112,18:40,18:40,NR1,set_zero,0.002,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,17,AG,2025-01-16,32,5:20,5:20,NR1,set_zero,0.0037,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,17,AJ,2025-01-16,35,5:50,5:50,NR1,set_zero,0.051,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,17,AM,2025-01-16,38,6:20,6:20,NR1,set_zero,0.7109,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,17,DC,2025-01-16,106,17:40,17:40,NR1,set_zero,0.6718,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,17,DF,2025-01-16,109,18:10,18:10,NR1,set_zero,0.0482,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,17,DI,2025-01-16,112,18:40,18:40,NR1,set_zero,0.0035,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,18,AG,2025-01-17,32,5:20,5:20,NR1,set_zero,0.0043,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,18,AJ,2025-01-17,35,5:50,5:50,NR1,set_zero,0.0605,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,18,AM,2025-01-17,38,6:20,6:20,NR1,set_zero,0.8433,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,18,DC,2025-01-17,106,17:40,17:40,NR1,set_zero,0.8358,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,18,DF,2025-01-17,109,18:10,18:10,NR1,set_zero,0.06,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,18,DI,2025-01-17,112,18:40,18:40,NR1,set_zero,0.0043,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,19,AG,2025-01-18,32,5:20,5:20,NR1,set_zero,0.0061,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,19,AJ,2025-01-18,35,5:50,5:50,NR1,set_zero,0.085,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,19,AM,2025-01-18,38,6:20,6:20,NR1,set_zero,1.1844,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,19,DC,2025-01-18,106,17:40,17:40,NR1,set_zero,0.8695,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,19,DF,2025-01-18,109,18:10,18:10,NR1,set_zero,0.0624,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,19,DI,2025-01-18,112,18:40,18:40,NR1,set_zero,0.0045,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,20,AG,2025-01-19,32,5:20,5:20,NR1,set_zero,0.0067,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,20,AJ,2025-01-19,35,5:50,5:50,NR1,set_zero,0.0936,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,20,AM,2025-01-19,38,6:20,6:20,NR1,set_zero,1.3035,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,20,DC,2025-01-19,106,17:40,17:40,NR1,set_zero,1.3076,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,20,DF,2025-01-19,109,18:10,18:10,NR1,set_zero,0.0939,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,20,DI,2025-01-19,112,18:40,18:40,NR1,set_zero,0.0067,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,21,AG,2025-01-20,32,5:20,5:20,NR1,set_zero,0.0078,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,21,AJ,2025-01-20,35,5:50,5:50,NR1,set_zero,0.1092,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,21,AM,2025-01-20,38,6:20,6:20,NR1,set_zero,1.5212,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,21,DC,2025-01-20,106,17:40,17:40,NR1,set_zero,1.3798,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,21,DF,2025-01-20,109,18:10,18:10,NR1,set_zero,0.0991,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,21,DI,2025-01-20,112,18:40,18:40,NR1,set_zero,0.0071,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,22,AG,2025-01-21,32,5:20,5:20,NR1,set_zero,0.0077,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,22,AJ,2025-01-21,35,5:50,5:50,NR1,set_zero,0.1072,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,22,AM,2025-01-21,38,6:20,6:20,NR1,set_zero,1.4928,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,22,DC,2025-01-21,106,17:40,17:40,NR1,set_zero,1.6985,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,22,DF,2025-01-21,109,18:10,18:10,NR1,set_zero,0.1219,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,22,DI,2025-01-21,112,18:40,18:40,NR1,set_zero,0.0088,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,23,AG,2025-01-22,32,5:20,5:20,NR1,set_zero,0.0095,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,23,AJ,2025-01-22,35,5:50,5:50,NR1,set_zero,0.1327,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,23,AM,2025-01-22,38,6:20,6:20,NR1,set_zero,1.8479,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,23,DC,2025-01-22,106,17:40,17:40,NR1,set_zero,1.9813,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,23,DF,2025-01-22,109,18:10,18:10,NR1,set_zero,0.1422,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,23,DI,2025-01-22,112,18:40,18:40,NR1,set_zero,0.0102,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,24,AG,2025-01-23,32,5:20,5:20,NR1,set_zero,0.0111,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,24,AJ,2025-01-23,35,5:50,5:50,NR1,set_zero,0.1543,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,24,AM,2025-01-23,38,6:20,6:20,NR1,set_zero,2.1494,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,24,DC,2025-01-23,106,17:40,17:40,NR1,set_zero,2.2107,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,24,DF,2025-01-23,109,18:10,18:10,NR1,set_zero,0.1587,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,24,DI,2025-01-23,112,18:40,18:40,NR1,set_zero,0.0114,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,25,AG,2025-01-24,32,5:20,5:20,NR1,set_zero,0.012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,25,AJ,2025-01-24,35,5:50,5:50,NR1,set_zero,0.1676,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,25,AM,2025-01-24,38,6:20,6:20,NR1,set_zero,2.3343,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,25,DC,2025-01-24,106,17:40,17:40,NR1,set_zero,2.6096,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,25,DF,2025-01-24,109,18:10,18:10,NR1,set_zero,0.1874,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,25,DI,2025-01-24,112,18:40,18:40,NR1,set_zero,0.0135,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,AD,2025-01-25,29,4:50,4:50,NR1,set_zero,0.001,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,AG,2025-01-25,32,5:20,5:20,NR1,set_zero,0.0144,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,AJ,2025-01-25,35,5:50,5:50,NR1,set_zero,0.2004,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,AM,2025-01-25,38,6:20,6:20,NR1,set_zero,2.7909,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,DC,2025-01-25,106,17:40,17:40,NR1,set_zero,3.0176,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,DF,2025-01-25,109,18:10,18:10,NR1,set_zero,0.2167,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,DI,2025-01-25,112,18:40,18:40,NR1,set_zero,0.0156,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,26,DL,2025-01-25,115,19:10,19:10,NR1,set_zero,0.0011,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,AD,2025-01-26,29,4:50,4:50,NR1,set_zero,0.0011,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,AG,2025-01-26,32,5:20,5:20,NR1,set_zero,0.0155,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,AJ,2025-01-26,35,5:50,5:50,NR1,set_zero,0.2158,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,AM,2025-01-26,38,6:20,6:20,NR1,set_zero,3.0054,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,DC,2025-01-26,106,17:40,17:40,NR1,set_zero,3.0751,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,DF,2025-01-26,109,18:10,18:10,NR1,set_zero,0.2208,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,DI,2025-01-26,112,18:40,18:40,NR1,set_zero,0.0159,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,27,DL,2025-01-26,115,19:10,19:10,NR1,set_zero,0.0011,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,AD,2025-01-27,29,4:50,4:50,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,AG,2025-01-27,32,5:20,5:20,NR1,set_zero,0.017,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,AJ,2025-01-27,35,5:50,5:50,NR1,set_zero,0.2372,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,AM,2025-01-27,38,6:20,6:20,NR1,set_zero,3.3036,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,DC,2025-01-27,106,17:40,17:40,NR1,set_zero,3.4404,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,DF,2025-01-27,109,18:10,18:10,NR1,set_zero,0.247,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,DI,2025-01-27,112,18:40,18:40,NR1,set_zero,0.0177,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,28,DL,2025-01-27,115,19:10,19:10,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,29,AD,2025-01-28,29,4:50,4:50,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,29,AG,2025-01-28,32,5:20,5:20,NR1,set_zero,0.0194,0,core-night zero-drift within noise band
